audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590806.mp3, Other rivals to a much less degree include partisan and red star,Other rivals to a much lesser degree include Partizan and Red Star Belgrade.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608072.mp3, The resistors are chosen to match the characteristic impedance of the sense lines.,The resistors are chosen to match the characteristic impedance of the sense lines.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608081.mp3, Students will study economic and policy issues that affect small farm viability.,Students will study economic and policy issues that affect small farm viability.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595252.mp3," By doing so, he attempts to merge the concepts of code data.","By doing so, he attempts to merge the concepts of code, data, and metadata."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596002.mp3, The games have since been made available free of charge on tubular.net.,The games have since been made available free of charge on Tubular dot net.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587538.mp3, The play explores a relationship between rights personal life and work.,The play explores the relationship between Wright's personal life and work.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587539.mp3," The game is played in two phases, exploration and expansion.",The game is played in two phases: exploration and expansion.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39746314.mp3," The song was popular in Nigeria, upsetting then ahead of state general, also","The song was popular in Nigeria, upsetting then Head of State General Olusegun Obasanjo."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39602671.mp3, The original design was created by Senate Puppets based in,"The original design was created by Senitt Puppets, based in Carnarvon, Ontario."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39602675.mp3, He was a member of the leftist tradition of Philippine historian.,He was a member of the leftist tradition of Philippine historiography.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39737901.mp3," Indira, as his neighbor, and has always expressed an interest in him.","Indira is his neighbour, and has always expressed an interest in him."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39737971.mp3," By this time, Bull works nickname the RustyB had become","By this time, ""Bulwark""s nickname ""The Rusty B"" had become firmly established."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39911834.mp3, He was later east in Gidera.,He was laid to rest in Gedera.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39607862.mp3, The best person is making use of it in absurd amount of forms.,The deskperson is making you sign an absurd amount of forms.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39607903.mp3, The School Specialist Cricket Program operates in partnership with the Western Australian,The school's specialist cricket program operates in partnership with the Western Australian Cricket Association.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770789.mp3, Stonebridge garnered a Grammy Award nomination for his remix of the close,"StoneBridge garnered a Grammy Award nomination for his remix of ""Closer""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39606486.mp3," Currently, they only elect three county commissioners under share.","Currently, they only elect three County Commissioners and a Sheriff."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39606489.mp3," They couldn't do resides in Houston, Texas.","He currently resides in Houston, Texas."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39813300.mp3, The novel consists of two books.,The novel consists of two books.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39956660.mp3, This is revealed when it comes into the scene and kills off Dr. Logan.,This is revealed when it comes into the scene and kills off Doctor Logan.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39956662.mp3, Firefighters patrol the perimeter throughout the night.,Firefighters patrolled the perimeter throughout the night.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608217.mp3," In some cases, they might even have their own generation asset.",In some cases they might even have their own generation assets as well.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608226.mp3, He has also been the U.A. Minister of Health and Minister of Tourism.,He has also been Niue's Minister of Health and Minister of Tourism.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39827261.mp3," Unlike typical villages, there are no shops or businesses.","Unlike typical villages, there are no shops or businesses."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39828605.mp3," However, Eric would sign with Minnesota World that summer.","However, Eric would sign with the Minnesota Wild that summer."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39899965.mp3, I wonder who that?,I wonder who did!
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589997.mp3, Construction continued with interruptions over the next six,"Construction continued, with interruptions, over the next six centuries."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589999.mp3, They lay very white and staring.,They lay very white and staring.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39944674.mp3, Soon the community would be recognized on par with rest of the Indian diaspora.,Soon the community would be recognized on par with rest of the Indian diaspora.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39994268.mp3," Mangrove, Photo Gallery.",Mangroves: photo gallery.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39994297.mp3, In return to tongue the claw.,"In return, she taught him the 'Claw'."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39602027.mp3, Around dances dances in the village square.,A round dance is danced in the village square.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39767294.mp3, Definitely talk to you all as well.,The public bought the real Owl as well.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608302.mp3, The Lincolnshire Wildlife Trust managed digbic corner as a,The Lincolnshire Wildlife Trust manage Digby Corner as a wildlife sanctuary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39602533.mp3, He is forbidden to drink milk for seven days.,He is forbidden to drink milk for seven days.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39602745.mp3, They ask us a bunch of questions and wrote down our answers.,They asked us a bunch of questions and wrote down our answers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594154.mp3, I am trapped in this box.,I am trapped in this box.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39663827.mp3, Judith beverage writes that page is a humongely city.,Judith Beveridge writes that Page is a humanely satirical poet.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40020384.mp3, It is still partly surrounded by the moat.,It is still partly surrounded by the moat.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40020391.mp3," He was born at Sterling, the son of a minister.","He was born at Stirling, the son of a minister."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39874322.mp3, the main city on the river is Rostop on dawn.,The main city on the river is Rostov on Don.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39874338.mp3, Thompson'e Ronalse Salaman.,Thompson and Ronald Solomon.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39662947.mp3, The news that he was there caused fans to be siege the hospital.,The news that he was there caused fans to besiege the hospital.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586515.mp3, The family is divided into two general editors and the reporters. Each,"The family is divided into two genera, ""Attagis"" and ""Thinocorus"", each containing two species."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586537.mp3, Fire protection services are provided by the Sterling Volunteer Fire Department.,Fire protection services are provided by the Sterling Volunteer Fire Department.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39820939.mp3, Many different routes have been traveled through the years.,Many different routes have been travelled through the years.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623404.mp3, It does not include the team dance or marathon.,It does not include the Team Dance or Marathon scores.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623419.mp3," The fee has not been lowered, instead, slightly increased.","The fee has not been lowered, instead slightly increased."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39957144.mp3, Small wood did not know about the song until the single was released.,Smallwood did not know about the song until the single was released.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39957147.mp3, There are many digital stamping companies today.,There are many digital stamping companies today.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39957152.mp3, The song can be heard on Osbourne's Prince of Darkness box set.,"The song can be heard on Osbourne's ""Prince of Darkness"" box set."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39753750.mp3, The interior shot of the long room is the Palace's Library.,The interior shot of the long room is the palace's library.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39753791.mp3, The film received a positive acclaim from critics and won several awards.,The film received positive acclaim from critics and won several awards.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39832893.mp3, Project nonsense inside jokes or anything submitted in capital letters.,"Reject nonsense, inside jokes or anything submitted in capital letters."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39832894.mp3, He was buried in that Basilica.,He was buried in that basilica.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39832904.mp3, The Cardiff Pulsell's dress is listed on the website.,The Cardiff postal address is listed on the website.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39598683.mp3, How research focus was an identifying risk for breast and over in cancer.,Her research focus was on identifying risk for breast and ovarian cancer.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39598769.mp3," After having released the first album for Sonne, PODY, left the band.","After having released the first album, Fasano and Poley left the band."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40132850.mp3," Once the concrete in a block was stable, the coils were filled with ground.",Once the concrete in a block was stable the coils were filled with grout.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39718829.mp3, However Josephus does not mention any and while,"However, Josephus does not mention any involvement of Blastus."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39718831.mp3," Murphy suggested that a combined city be named,",Murphy suggested that a combined city be named Joplin.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39684187.mp3," Nevertheless, it still remains an essential part of Montreal's regional","Nevertheless, it still remains an essential part of Montreal's regional transport system."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39684202.mp3," Oxfordford was born in Camperwell, London.","Oxenford was born in Camberwell, London."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794233.mp3, your notebooks on the jackbony show in comedy right tune.,He wrote books on the Jack Benny Show and comedy writing.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794234.mp3, He's not in the tarmac of this cushion in the lids where they should tabloid.,"He is often a topic of discussion in the leading Swedish tabloid ""Aftonbladet""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794238.mp3, He's only featured as a background character.,He is only featured as a background character.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590158.mp3, The splenius capitis muscle is a prime mover for head extension.,The splenius capitis muscle is a prime mover for head extension.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590160.mp3," Principal Lee, she was venerated in La Lysis, which was named after her.","Principally, she was venerated in Ialysos, which was named after her."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590161.mp3," As characters gain experience points for their mutant superpowers and unique abilities,",As characters gain experience points their mutant superpowers and unique abilities can be upgraded.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587206.mp3, A Sega Genesis version was also released.,A Sega Genesis version was also released.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587236.mp3," Also, the acquisitions of room or real state is desired.",Also the acquisition of rooms or real estate is desired.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39999823.mp3, All series are edited for content and include literary,All series are edited for content and include Literary Arabic subtitles.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39999866.mp3, This attitude is also known simply as welfareism.,"This attitude is also known simply as ""welfarism""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39999904.mp3, He won't standly cop with the red wings that season.,He won a Stanley Cup with the Red Wings that season.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39907491.mp3, The Yotel is linked to the dome.,The hotel is linked to the Dome.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39907493.mp3, York has two Perocule schools.,York has two parochial schools.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39907510.mp3, Soon after her modeling offers increased tenfold.,"Soon after, her modelling offers increased tenfold."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39958136.mp3, Swenson was formerly a junior equilities minister.,Swinson was formerly a junior Equalities Minister.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39958137.mp3," Surprisingly, a few of them just actually show up.","Surprisingly, a few of them did actually show up."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39592995.mp3, The girl on the right has a demure expression.,The girl on the right has a demure expression.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39592996.mp3," Hey young sister, Leia Vivie is also an actress.",Her younger sister Lea Vivier is also an actress.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39593003.mp3, He then decided that this could be bigger than the Ninja Turtles.,He then decided that This could be bigger than the Ninja Turtles.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40038370.mp3, First flight date is in parentheses.,First flight date is in parentheses.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40038371.mp3," The hood and his wife Kathy have a residence in Pioria, Illinois.","LaHood and his wife Kathy have a residence in Peoria, Illinois."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40038372.mp3, The Rookery is the home end.,"The Rookery is the ""home end""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39744110.mp3, He also discussed the ingredients necessary for the usage of appreciative intervention.,He also discussed the ingredients necessary for the usage of appreciative intervention.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39744113.mp3, She had performed at various music conferences too.,She had performed at various music conferences too.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39744115.mp3, The Juniors tease at Westchester Country Club and named after her.,The junior tees at Westchester Country Club are named after her.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39938608.mp3, Previous summits have been sponsored by fossil fuel companies.,Previous summits have been sponsored by fossil fuel companies.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39938614.mp3, They have developed on volcanic material.,They have developed on volcanic material.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39938623.mp3, The station has a wooden mezzanine under the tracks.,The station has a wooden mezzanine under the tracks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39612454.mp3, The shoots are slender diameter.,"The shoots are slender, diameter."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747186.mp3, Only once the petition acquired a majority would the clerk announce who assigned.,Only once the petition acquired a majority would the clerk announce who signed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747187.mp3, The oil pump was driven by the cam shaft.,The oil pump was driven by the camshaft.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747189.mp3," The couple had one child together, but the marriage only lasted a year.","The couple had one child together, but the marriage only lasted a year."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644744.mp3, His mother claims it was gifted to him by his grandmother.,His mother claims it was gifted to him by his grandmother.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644760.mp3, When he looked to the sky for the symbols he included in the,Benny looked to the sky for the symbols he included in his design.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644795.mp3, The opening theme music came to Frissel in Dream.,The opening theme music came to Frizzell in a dream.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39817286.mp3, The cabinet was therefore compelled to return,The cabinet was therefore compelled to retire.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39593993.mp3, This treasury was kept at the temple at Basavak.,This treasury was kept at the temple at Basava Kalyan.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594034.mp3, This implies an even stronger mystical bond.,This implies an even stronger mystical bond.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608126.mp3, They had steel barrels and aluminium alloy heads.,They had steel barrels and aluminium alloy heads.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747372.mp3, The man was Albert Einstein.,The man was Albert Einstein.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747376.mp3, He was also part of the Kaleaker Union mining company.,He was also part of the Calico Union Mining Company.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594803.mp3," During this time, Constantine's first campaign to place another leadership of","During this time, Konstantin's first campaign took place under the leadership of Suvorov."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39596763.mp3, This method in a binding of X is said to shadow the outer binding.,"This nested, inner binding of x is said to ""shadow"" the outer binding."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39597230.mp3," There are two types, red and white.",There are two types: red and white.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39848686.mp3, It also raised it that possibility of moving this touch up.,It also raised the possibility of moving the station.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868658.mp3, Asterplace is also sometimes used for the neighborhood around the street.,Astor Place is also sometimes used for the neighborhood around the street.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868723.mp3, The mana boost for against the Muslims.,The Manobos fought against the Muslims.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674195.mp3," A report by the United Nations, say the wildlife from the region are endangered.",A report by the United Nations say the wildlife from the region are endangered.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674228.mp3, Chief of Police Hines ordered police to enter the Gary woman.,Chief of Police Heinz ordered police to interview the Gary woman.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39674229.mp3," Further, both programs have to consent to such competitions.","Further, both programs have to consent to such competitions."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587078.mp3, The regiments skirmished with the Austrian troops but was saw,The regiments skirmished with the Austrian troops but were sorely defeated.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587144.mp3, These fish may under a long lake beds seeking and cracking a,"These fish meander along lakebeds, seeking and cracking open snails and other shelled creatures."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748089.mp3, The program is now hosted by the Chara's Cock Institute.,The program is now hosted by the Charles Koch Institute.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748090.mp3," For chiral objects, it is the same as the fools.",For chiral objects it is the same as the full symmetry group.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058405.mp3, That he is presumed to be a prostitute with whom Swift had consorted in Dublin.,Betty is presumed to be a prostitute with whom Swift had consorted in Dublin.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058417.mp3," After the incident, she took a break from Twitter.","After the incident, she took a break from Twitter."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058420.mp3, The same applied to Catholic monasteries.,The same applied to Catholic monasteries.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058421.mp3, Consuming large quantities of hellbore plants can be fatal.,Consuming large quantities of hellebore plants can be fatal.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39764222.mp3, The show was a huge success.,The show was a huge success.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39882947.mp3," They also protect fingers, bumpers, failure boards, near floors.","They also protect fenders, bumpers, floor boards, nerf bars and trim."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39882991.mp3," The main location was at the University of the Philippines, Dilima.",The main location was at the University of the Philippines Diliman.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39657361.mp3, It conducts fundraising to support its activities.,It conducts fundraising to support its activities.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39657402.mp3, The people of the village or district assemble at the principal temple.,The people of the village or district assemble at the principal temple.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39657404.mp3, It was paid to revise its second edition.,He was paid to revise its second edition.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748253.mp3, We are rolling without keys right now.,We are rolling without keys right now.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748271.mp3," However, there were hankles in the area and were possibly related to their mother.","However, there were Henkles in the area and were possibly related to their mother."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39748274.mp3," Despite his lack of free time, you were able to continue writing.","Despite his lack of free time, he was able to continue writing."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40046816.mp3, His maternal grandmother was a manicurist.,His maternal grandmother was a manicurist.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40046844.mp3, Click this link to log out.,Click this link to log out.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40046850.mp3, Local government and community events are covered by the local community television state.,Local government and community events are covered by the local community television station.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40046858.mp3, Italian wars received mostly positive reviews.,Battalion Wars received mostly positive reviews.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40144011.mp3, They have a daughter and son Sarah and Jack.,"They have a daughter and a son, Sarah and Jack."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39878388.mp3, Estherums of office seems to have been limited to a year.,His term of office seems to have been limited to a year.
