audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39938608.mp3,previous summits have been sponsored by fossil fuel companies,Previous summits have been sponsored by fossil fuel companies.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39938614.mp3,they have developed on volcanic material,They have developed on volcanic material.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39938623.mp3,the station has a wooden messenine under the tracks,The station has a wooden mezzanine under the tracks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39612454.mp3,the shoots are slender damager,"The shoots are slender, diameter."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747186.mp3,only once the petition acquired a majority with the clerk announced who was signed,Only once the petition acquired a majority would the clerk announce who signed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747187.mp3,the oil pump was driven by the camp shaft,The oil pump was driven by the camshaft.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39747189.mp3,the couple had one child together but the marriage only lasted a year,"The couple had one child together, but the marriage only lasted a year."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644744.mp3,his mother claims it was gifted to him by his grandmother,His mother claims it was gifted to him by his grandmother.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644760.mp3,benny looked to the sky for the symbols he included in,Benny looked to the sky for the symbols he included in his design.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644795.mp3,the opening team music came to frizzle in dream,The opening theme music came to Frizzell in a dream.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39817286.mp3,a cabinet was therefore compelled to,The cabinet was therefore compelled to retire.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599031.mp3,after the area of interest has been defined measurements are collected,"After the area of interest has been defined, measurements are collected."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599066.mp3,glamour was there afternoon as chief clement,Glahmo was thereafter known as Chief Clermont.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599108.mp3,seattle tilth runs the public gardens and plansails at the good ship,Seattle Tilth runs the public gardens and plant sales at the Good Shepherd Center.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599113.mp3,the former municipality of dirkland also included the communities of herculean,"The former municipality of Dirksland also included the communities of Herkingen, and Melissant."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599157.mp3,west elmera is on the north bank of the chimney river,West Elmira is on the north bank of the Chemung River.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599218.mp3,the tradition identifying her as armenian appears to be of late origin,The tradition identifying her as Armenian appears to be of later origin.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599227.mp3,to day butter presses remain in use for decorative purposes,"Today, butter presses remain in use for decorative purposes."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599229.mp3,sister school visits both embound and outbound take place regularly,"Sister school visits, both inbound and outbound, take place regularly."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599248.mp3,his presence in the giles messengers cemented his reputation within jars,His presence in the Jazz Messengers cemented his reputation within jazz.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599250.mp3,however it was at cagliary that he made his name as a manager,"However, it was at Cagliari that he made his name as a manager."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599269.mp3,dover publications has issued a complete edition in one bound volume,Dover Publications has issued a complete edition in one bound volume.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599283.mp3,he was childless and was succeeded by his nephew the fourth l,"He was childless and was succeeded by his nephew, the fourth Earl."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599296.mp3,forgeries of these rest damps are plentiful,Forgeries of these rare stamps are plentiful.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599299.mp3,the road eventually forms the border between west andwell and east and well township,The road eventually forms the border between West Amwell and East Amwell Township.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599314.mp3,to day the buildings the headquarters of the leisure and cultural services to parliament,Today the building is the headquarters of the Leisure and Cultural Services Department.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599361.mp3,there followed a communal feast in hymns in praise of terminus,There followed a communal feast and hymns in praise of Terminus.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599385.mp3,dickenson described it as a bit of a bobby dazzler,"Dickinson described it as ""a bit of a bobby dazzler""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599409.mp3,frustrated little bet leaves the dinner after grandfather goes too far with his insults,"Frustrated, Li'l Bit leaves the dinner after Grandfather goes too far with his insults."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599434.mp3,the vetala are defined as spirits inhabiting cadavers and shinal grounds,The vetala are defined as spirits inhabiting cadavers and charnel grounds.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599488.mp3,he was the foreign correspondent and foreign editor for the gaudian newspaper,"He was the foreign correspondent and foreign editor for ""The Guardian"" newspaper."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599501.mp3,besides the simplicity of the viz application process makes it beneficial,"Besides, the simplicity of the visa application process makes it beneficial."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599514.mp3,its flowers have white pink ray florets that are long,Its flowers have white to pink ray florets that are long.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599543.mp3,she died at the beginning of the following year in her birth place of severe,She died at the beginning of the following year in her birthplace of Sevilla.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599580.mp3,this term has yet become widely used,This term has yet to become widely used.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599582.mp3,for this reason she regularly calls john to complain about him,"For this reason, she regularly calls Jon to complain about him."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599599.mp3,hedgehogs are tried throughout euragia and africa for traditional medicine in witchcraft,Hedgehogs are traded throughout Eurasia and Africa for traditional medicine and witchcraft.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599621.mp3,the order pilot feature was also removed in the second game,The auto pilot feature was also removed in the second game.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599624.mp3,reads reveals his mission to elias but he remains calmed at the situation,Reese reveals his mission to Elias but he remains calmed at the situation.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599635.mp3,these are some of the most pristine primary rain forests in the world,These are some of the most pristine primary rain forests in the world.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39599636.mp3,both events are held at bat's camp ground,Both events are held at Baird's Campground.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623678.mp3,the burly arms is located on brining lane,The Birley Arms is located on Bryning Lane.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623695.mp3,it was directed by anthony berel and produced by several tonson,It was directed by Anthony Barrile and produced by Sorrel Tomlinson.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623698.mp3,they have reprinted some backless titles and do plan to produce new titles,They have reprinted some backlist titles and do plan to produce new titles.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623702.mp3,the song also managed to achieve international success,The song also managed to achieve international success.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623713.mp3,they performed together in concert and made recordings,They performed together in concert and made recordings.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623735.mp3,the roll ultimately went to tom baker,The role ultimately went to Tom Baker.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623750.mp3,snow is very rare in gold beach averageing on the annually,"Snow is very rare in Gold Beach, averaging only annually."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623779.mp3,spartaism can probably be considered a predecessor of modern holiday making,Spa tourism can probably be considered a predecessor of modern holidaymaking.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623785.mp3,radio and film came out roughly at the same time,Radio and film came out roughly at the same time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623804.mp3,they had two children matthew and mary,"They had two children, Matthew and Mary."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39624106.mp3,it is also possible that richard traffic worked on the project at some time,It is also possible that Richard Trevithick worked on the project at some time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39624107.mp3,the football academy has produced many qualities separate players over the years,The football academy has produced many quality Cypriot players over the years.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39624114.mp3,alma rolla sued own heart guessing racing but the matter was settled out,Almirola sued Earnhardt Ganassi Racing but the matter was settled out of court.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39624116.mp3,the north town line is the border of warren county,The north town line is the border of Warren County.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961370.mp3,the tower is all that remains from the demolished structure of the god,The tower is all that remains from the demolished structure of the Gardens.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961385.mp3,there are two distinct seasons the dry and the rainy,"There are two distinct seasons, the dry and the rainy."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961401.mp3,most people settled by the bamboo river and along canals,Most people settled by the Bang Pakong River and along canals.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961419.mp3,new civilian matter doors appeared after the war,New civilian Matadors appeared after the war.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961423.mp3,see the enemy's tones,See Vietnamese tones.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961482.mp3,it was expected to go into production the following year,It was expected to go into production the following year.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961486.mp3,all of the episodes are also available in itoons,All of the episodes are also available on iTunes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961503.mp3,the structure stands over high,The structure stands over high.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961612.mp3,the club has won three danish champion ships and five danish cock trophies,The club has won three Danish championships and five Danish Cup trophies.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961617.mp3,although it has been surveyed the sight has not been excavated yet,"Although it has been surveyed, the site has not been excavated yet."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961633.mp3,abrupt changes and density occur when the material composition changes,Abrupt changes in density occur where the material composition changes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961686.mp3,some lord the book is progressive while others brand it is reactionary,Some laud the book as progressive while others brand it as reactionary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961723.mp3,the physical size of the display however can leave users prone to fatigue,"The physical size of the display, however, can leave users prone to fatigue."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961740.mp3,there's never been a street fighter character quite like him since,There's never been a Street Fighter character quite like him since.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961774.mp3,it was affiliated with a national wrestling alliance at various points in its history,It was affiliated with the National Wrestling Alliance at various points in its history.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961788.mp3,lewis and clark college try on creek state park and lake as we go,"Lewis and Clark College, Tryon Creek State Park, and Lake Oswego are nearby."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961790.mp3,secondly design is exploited property of air cavities known as hell,"Secondly, designers exploit a property of air cavities known as Helmholtz resonance."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961941.mp3,fomono lake is located near by,Four Mile Lake is located nearby.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39961963.mp3,a capital is nominated by the premium and appointed officially by the governor,A cabinet is nominated by the premier and appointed officially by the governor.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962008.mp3,he soon reorganized the carnett between his sons,He soon reorganized the khanate between his sons.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962018.mp3,he also became a member of the irish public and brotherhood,He also became a member of the Irish Republican Brotherhood.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962021.mp3,she is by centennial professor of australian history at the university,She is Bicentennial Professor of Australian History at the University of Sydney.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962024.mp3,these of greek origins,He is of Greek origins.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962071.mp3,do you want to hang me,Do you want to hang me?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962074.mp3,this time kane was forced to retire in round five,This time Kane was forced to retire in round five.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962077.mp3,these are called transpositions,These are called transpositions.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962084.mp3,sire no alum chaldry was from this family,Syed Nur Alam Chowdhury was from this family.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962087.mp3,all offences sure to the gravest are allowed to pass unpunished,All offenses short of the gravest are allowed to pass unpunished.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962155.mp3,common merchant street was named off the jew's business,Coral Merchant Street was named after the Jews' business.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962167.mp3,a heat is usually run over the same course at different times,A heat is usually run over the same course at different times.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962182.mp3,the seat was one but a fine gale candid at mark deren,The seat was won by the Fine Gael candidate Mark Deering.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962183.mp3,there was no christian in the province of eager,There was no Christian in the province of Iga.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962199.mp3,indiana used to have petroleum but used it all up in the nineteenth century,Indiana used to have petroleum but used it all up in the nineteenth century.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962206.mp3,the year rendered bertuccio's at the loom now in london,The year ended with two shows at the Luminaire in London.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962284.mp3,his uncle was free trick out of sword,His uncle was Friedrich Adolf Sorge.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962297.mp3,most sense is charged an administrative or registration fever student or,Most centers charge an administrative or registration fee per student or per test.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962311.mp3,dearest these they established ruled independently,The dynasties they established ruled independently.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962319.mp3,after a war the bridge was brief about the german war recreations,"After the war, the bridge was rebuilt with German war reparations."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962326.mp3,two ships have been named fram,"Two ships have been named, for him."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962344.mp3,he was an amateur painter and a chain spectre,He was an amateur painter and a chain smoker.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962350.mp3,the wine was exported to europe,The wine was exported to Europe.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962360.mp3,it is possible to eliminate some of this redundancy using a matter class,It is possible to eliminate some of this redundancy using a metaclass.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962366.mp3,borrows however claimed never to have read any of h g well,"Burroughs, however, claimed never to have read any of H. G. Wells' books."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962367.mp3,settlement in the neighbourhood is of long standing,Settlement in the neighborhood is of long standing.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962369.mp3,he recalled the gardens of water which had flowered in foam for him,He recalled the gardens of water which had flowered in foam for him.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962382.mp3,geras was born in boloayo southern radijah to a jewish family,"Geras was born in Bulawayo, Southern Rhodesia, to a Jewish family."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962383.mp3,it is a sequel to a song of sixpence,"It is a sequel to ""A Song of Sixpence""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962421.mp3,they mainly compete in agility obedience and heal work to music competition,"They mainly compete in agility, obedience and heelwork to music competitions."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962423.mp3,it grows socially easy for the individuals to commit a crime,It grows socially easier for the individuals to commit a crime.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962425.mp3,through that effort their demands were never discussed,Through that effort their demands were never discussed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962435.mp3,it was renamed as young bolog,"It was renamed as ""Yanbolu""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962436.mp3,the music is vocal based,The music is vocal based.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962442.mp3,according to his deaths difficult he was buried in blanchette cemetery in,"According to his death certificate, he was buried in Blanchette Cemetery, in Beaumont."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962453.mp3,he contributed to the establishment of the national scientific olympiats in ira,He contributed to the establishment of the national Scientific Olympiads in Iran.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962518.mp3,the turrets barbettes and conning tower were made from cribs amid,"The turrets, barbettes and conning tower were made from Krupp cemented armour."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962528.mp3,these trick stations are clearly visible for many calamities and useful for,These trig stations are clearly visible for many kilometres and useful for hikers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962783.mp3,this surrounding ramparts mainly stretched westward,This surrounding rampart mainly stretched westward.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962796.mp3,that opened the cloth bag containing the fabric panel part of the gate,That opened the cloth bag containing the fabric panel part of the gate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962798.mp3,they need you,They need you.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962813.mp3,when used for this purpose such an identifyer is denoted an accession,"When used for this purpose, such an identifier is denoted an accession number."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962859.mp3,the method is reported to have an extremely low erarate for miscarsed ballads,The method is reported to have an extremely low error rate for miscast ballots.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962889.mp3,celebraneer porters in up manner,Selaparang Airport is in Ampenan.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39962994.mp3,the barge has no connection with the native princes of wales,The badge has no connection with the native Princes of Wales.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963091.mp3,o four john sons do marston said,All four of John's sons do morris dancing.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963092.mp3,for four mister characters see the less than a mighty bush characters,"For a full list of characters, see the List of The Mighty Boosh characters."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963219.mp3,next door the left aureole first appeared and went flanders failed,"Ned's store ""The Leftorium"" first appeared in ""When Flanders Failed""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963254.mp3,the opposite of each of us is sacribus,"The opposite of ""incubous"" is succubous."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963278.mp3,one of them even out very valuable practitioners,One of them even helped prove how evil Patricia is.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963281.mp3,why it was the judge in charge of the central criminal corps,White was the Judge in Charge of the Central Criminal Court.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963297.mp3,over after population less trees than of a tongue,Over half the population list Cree as their mother tongue.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963298.mp3,judah brasi even panted it the berries at a plant grew comfortably sweet,"Due to brazzein and pentadin, the berries of the plant are incredibly sweet."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963386.mp3,after a second visit to india miller raper became his disciple,After his second visit to India Milarepa became his disciple.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963482.mp3,it is situated a house in jehannesburg,"It is situated in Houghton, Johannesburg."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963484.mp3,elephants gerald and the count bassi orchestra also played at the calvin hall,Ella Fitzgerald and the Count Basie Orchestra also played at the Kelvin Hall.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963509.mp3,tittyan was an accomplished taxidarist and accompanied his father on several collects,Titian was an accomplished taxidermist and accompanied his father on several collecting expeditions.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963544.mp3,however minuetius knew the marquis of mantua francesco gonzager,"However, Manutius knew the Marquis of Mantua, Francesco Gonzaga."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963567.mp3,the current capital of creason's chair was known as curia in remington,"The current capital of Grisons, Chur, was known as Curia in Roman times."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963628.mp3,the municipalities located in the upper whine until,The municipality is located in the upper Wynental.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963636.mp3,baldass rolled in supermarrier galaxy has been met with significant prey,"Bowser's role in ""Super Mario Galaxy"" has been met with significant praise."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39963648.mp3,the great capacity of computers for date analysis however did not guarantee,"The great capacity of computers for data analysis, however, did not guarantee quality output."
